Tracking_ID	gene_id	gene	locus	BAP_log2(fold_change)	BAP_test_stat	BAP_p_value	BAP_q_value	BAP_significant	BaP500_Log2FC_0	BaP500_Log2FC_1	BaP500_Log2FC_2	BaP500_Log2FC_3
ENSG00000042317	ENSG00000042317	SPATA7	chr14:88384923-88554733	0.938793	1.19084	0.0017	0.0160629	yes	1.034178392	1.33631922	0.510257342	0.740175118
ENSG00000128487	ENSG00000128487	SPECC1	chr17:20009343-20403557	-0.74007	-1.28274	0.0049	0.0349466	yes	-0.42830611	-0.983634589	-1.072002189	-0.577023853
ENSG00000152582	ENSG00000152582	SPEF2	chr5:35617843-35827018	1.10324	1.90027	0.0002	0.00299194	yes	0.7565092	1.338575201	1.536984748	0.55896172
ENSG00000186767	ENSG00000186767	SPIN4	chrX:63343226-63561071	-1.38329	-3.27699	5.00E-05	0.000920822	yes	-1.820765519	-0.784842065	-1.604612211	-1.55190398
ENSG00000134278	ENSG00000134278	SPIRE1	chr18:12438889-12725740	-1.0916	-2.20513	5.00E-05	0.000920822	yes	-1.191862804	-0.692264278	-1.599729341	-1.027969366
ENSG00000134668	ENSG00000134668	SPOCD1	chr1:31789129-31816051	-1.99929	-2.39923	5.00E-05	0.000920822	yes	-2.307729821	-1.654243285	-3.32151338	-1.392953298
ENSG00000152377	ENSG00000152377	SPOCK1	chr5:136975297-137598379	-1.21239	-0.798624	0.00125	0.0125865	yes	-2.305036847	-0.24402664	-1.437252897	-1.688717561
ENSG00000196104	ENSG00000196104	SPOCK3	chr4:166733383-167234796	-1.24942	-0.531478	0.00495	0.0352141	yes	-2.708449693	0.008526063	-1.761299672	-2.129318842
ENSG00000118785	ENSG00000118785	SPP1	chr4:87975649-87983426	-1.73198	-0.740552	0.00065	0.00761591	yes	-2.348733718	-2.084971237	-3.020116772	-0.624001004
ENSG00000157837	ENSG00000157837	SPPL3	chr12:120762509-120904371	-0.770044	-1.33096	0.00675	0.0442894	yes	-0.813196751	-0.886263931	-0.47157979	-0.959337473
ENSG00000169469	ENSG00000169469	SPRR1B	chr1:153031201-153032900	-0.86646	-2.32713	5.00E-05	0.000920822	yes	-1.371856049	-0.701987515	-2.291813957	-0.016501461
ENSG00000241794	ENSG00000241794	SPRR2A	chr1:153056112-153057537	-2.15857	-4.49667	5.00E-05	0.000920822	yes	-2.219642837	-2.143428149	-3.367461913	-1.482022123
ENSG00000163216	ENSG00000163216	SPRR2D	chr1:153039724-153041931	-2.51539	-3.76158	5.00E-05	0.000920822	yes	-2.450505756	-3.061218898	-3.454472332	-1.710147293
ENSG00000163209	ENSG00000163209	SPRR3	chr1:153001746-153003856	-1.01338	-2.7719	5.00E-05	0.000920822	yes	-1.393146444	-1.17839967	-1.803295144	-0.196879654
ENSG00000123178	ENSG00000123178	SPRYD7	chr13:49912705-49936490	0.679957	1.17773	0.00785	0.0496147	yes	0.371632099	1.036375082	0.059969861	1.015099197
ENSG00000197122	ENSG00000197122	SRC	chr20:37344684-37406050	-1.03158	-1.31091	0.0068	0.0444727	yes	-1.330886664	-1.109965151	-1.877583918	-0.279750683
ENSG00000277893	ENSG00000277893	SRD5A2	chr2:31522479-31581067	1.32422	2.24829	0.0001	0.00170374	yes	1.357113284	1.415072381	1.869332236	0.1811784
ENSG00000072310	ENSG00000072310	SREBF1	chr17:17681472-17837002	-0.786392	-1.39418	0.00305	0.0245865	yes	-0.55306972	-0.829946526	-0.795523915	-1.003118312
ENSG00000112658	ENSG00000112658	SRF	chr6:43171298-43181507	-0.608553	-1.39597	0.00485	0.0347304	yes	-0.856324221	-0.382941778	-0.73628776	-0.506548748
ENSG00000266028	ENSG00000266028	SRGAP2	chr1:206186178-206464443	-1.19149	-1.42285	0.0018	0.0167277	yes	-0.769946439	-1.951907453	-1.073649241	-1.212987274
ENSG00000143742	ENSG00000143742	SRP9	chr1:225777812-225790466	0.635233	1.84053	0.0005	0.00620361	yes	0.512432515	0.95684034	0.547620022	0.468398351
ENSG00000102359	ENSG00000102359	SRPX2	chrX:100644217-100671299	-0.593986	-1.53403	0.002	0.0181441	yes	-0.533539336	-0.845869499	-0.658893742	-0.378114513
ENSG00000167978	ENSG00000167978	SRRM2	chr16:2737075-2777297	-0.962401	-1.08965	0.0007	0.00806114	yes	-0.606350827	-0.888342937	-1.052398265	-1.42062717
ENSG00000124193	ENSG00000124193	SRSF6	chr20:43457927-43464247	-0.541161	-1.44065	0.0045	0.0328239	yes	-0.049375024	-0.290076904	-0.961090765	-1.14882889
ENSG00000149418	ENSG00000149418	ST14	chr11:130159561-130210376	-0.981845	-2.7436	5.00E-05	0.000920822	yes	-1.068455185	-1.300813371	-0.911491244	-0.710836303
ENSG00000008513	ENSG00000008513	ST3GAL1	chr8:133454847-133571940	-1.14075	-1.67624	0.00065	0.00761591	yes	-1.269268746	-0.955513088	-1.282353331	-1.081781743
ENSG00000126091	ENSG00000126091	ST3GAL3	chr1:43650157-43931165	-1.21974	-1.3646	0.00285	0.0233886	yes	-1.022522228	-1.167127327	-1.95352894	-0.938716143
ENSG00000070526	ENSG00000070526	ST6GALNAC1	chr17:76624760-76643838	0.718151	1.37271	0.00655	0.0432994	yes	0.730598462	-0.07417657	1.338818165	0.527720034
ENSG00000117069	ENSG00000117069	ST6GALNAC5	chr1:76867440-77065711	2.23216	1.11256	0.0007	0.00806114	yes	2.687802408	2.467945001	2.235791439	1.075452408
ENSG00000113532	ENSG00000113532	ST8SIA4	chr5:100806934-100903266	1.724	1.66091	0.0001	0.00170374	yes	1.048473207	1.62546689	1.987588516	2.033698194
ENSG00000277072	ENSG00000277072	STAG3L2	chr7:74882162-74890610	-1.41587	-1.86225	0.00035	0.00464046	yes	-1.186814241	-1.999074554	-0.661395698	-2.494671982
ENSG00000174353	ENSG00000174353	STAG3L3	chr7:72969695-73029766	-0.78442	-1.45355	0.00565	0.0388992	yes	-0.167246127	-0.964401724	-0.752061882	-1.619027444
ENSG00000136738	ENSG00000136738	STAM	chr10:17644124-17715914	-0.609852	-1.44448	0.0006	0.00716698	yes	-0.702052639	-0.126431302	-0.99141369	-0.767881034
ENSG00000131748	ENSG00000131748	STARD3	chr17:39637064-39663484	-0.901576	-1.8232	0.0002	0.00299194	yes	-0.517965582	-1.344295908	-1.011437626	-0.8547721
ENSG00000173757	ENSG00000173757	STAT5B	chr17:42199167-42276707	-0.889041	-1.4481	0.00325	0.0259027	yes	-0.71380389	-0.587101199	-1.093541657	-1.265712643
ENSG00000157214	ENSG00000157214	STEAP2	chr7:89882352-90238137	0.796397	1.35299	0.0016	0.0154386	yes	0.502332771	1.206332373	0.91311489	0.42215772
ENSG00000127954	ENSG00000127954	STEAP4	chr7:88205117-88306891	0.85174	1.38718	0.00555	0.0383417	yes	0.553709857	0.958574762	1.08318192	0.755958985
ENSG00000123473	ENSG00000123473	STIL	chr1:47250138-47314147	1.54935	1.73552	0.00035	0.00464046	yes	1.344371018	1.067342131	2.151584595	1.394766789
ENSG00000072786	ENSG00000072786	STK10	chr5:172042072-172188386	-1.13394	-1.5156	0.00045	0.00569852	yes	-0.891674766	-1.542365775	-1.222876336	-0.965958937
ENSG00000102572	ENSG00000102572	STK24	chr13:98142561-98578830	-0.886832	-1.49486	0.003	0.0243224	yes	-0.827716411	-1.038307909	-1.095250791	-0.633014505
ENSG00000169302	ENSG00000169302	STK32A	chr5:147234962-147387852	-1.93569	-1.30935	0.0006	0.00716698	yes	-3.001651889	-1.059738944	-2.149762083	-2.213192764
ENSG00000211455	ENSG00000211455	STK38L	chr12:27243967-27325959	-0.703218	-1.52586	0.0012	0.0122139	yes	-0.799124375	-0.556556368	-0.925414367	-0.565647656
ENSG00000230873	ENSG00000230873	STMND1	chr6:17102257-17131372	1.18018	2.30741	5.00E-05	0.000920822	yes	1.173314876	1.262561481	1.279811362	0.986662087
ENSG00000133115	ENSG00000133115	STOML3	chr13:38965924-38991066	0.924507	2.30066	5.00E-05	0.000920822	yes	0.485052228	1.095942149	1.397496056	0.5064375
ENSG00000243244	ENSG00000243244	STON1	chr2:48529382-48776517	-1.78973	-1.93658	0.00085	0.00938259	yes	-3.517606901	-1.994549371	-1.282274482	-1.295142863
ENSG00000165730	ENSG00000165730	STOX1	chr10:68827540-68895432	1.06464	2.04639	5.00E-05	0.000920822	yes	1.30821782	1.131463348	1.337409398	0.229520493
ENSG00000143093	ENSG00000143093	STRIP1	chr1:110031576-110074641	-0.982915	-1.67482	0.00085	0.00938259	yes	-0.7554093	-0.756758117	-1.582204997	-0.983781279
ENSG00000128578	ENSG00000128578	STRIP2	chr7:129434432-129488399	-1.28746	-2.82244	5.00E-05	0.000920822	yes	-1.415779333	-0.824674777	-1.903732404	-1.210832545
ENSG00000115808	ENSG00000115808	STRN	chr2:36843639-36966472	-0.500505	-1.43393	0.0039	0.0294999	yes	-0.810805138	-0.044519024	-0.87151948	-0.432083513
ENSG00000135604	ENSG00000135604	STX11	chr6:144150525-144188370	-1.14902	-2.07358	0.00015	0.00239372	yes	-1.730363256	-0.844284846	-1.433451746	-0.798072733
ENSG00000106089	ENSG00000106089	STX1A	chr7:73680968-73719672	-1.51767	-1.48462	0.00355	0.0276684	yes	-0.93084302	-1.770410104	-2.056100424	-1.561250384
ENSG00000088002	ENSG00000088002	SULT2B1	chr19:48552074-48599425	-1.95166	-3.22224	5.00E-05	0.000920822	yes	-2.035053759	-2.763366689	-1.919561838	-1.401785332
ENSG00000164828	ENSG00000164828	SUN1	chr7:816614-896436	-0.614635	-1.04734	0.00565	0.0388992	yes	-0.578175181	-0.569146484	-0.775808502	-0.546887601
ENSG00000148290	ENSG00000148290	SURF1	chr9:133351754-133361169	0.796157	1.41864	0.00395	0.0297664	yes	0.393845967	0.566810895	0.803726727	1.266116077
ENSG00000100647	ENSG00000100647	SUSD6	chr14:69611595-69715142	-0.511822	-1.11748	0.0058	0.0396802	yes	-0.506431782	-0.625641953	-0.323030576	-0.612945243
ENSG00000197321	ENSG00000197321	SVIL	chr10:29409401-29736781	-1.27204	-1.30272	0.0022	0.0193971	yes	-1.373236841	-1.061701333	-1.611330658	-1.108076556
ENSG00000133789	ENSG00000133789	SWAP70	chr11:9664076-9752991	-0.768126	-2.13843	5.00E-05	0.000920822	yes	-0.95585903	-0.647076119	-0.929153254	-0.578962558
ENSG00000116668	ENSG00000116668	SWT1	chr1:185157079-185291765	-0.632482	-1.37596	0.00405	0.0302453	yes	-0.944955015	-0.527265666	-0.911838648	-0.259387597
ENSG00000169895	ENSG00000169895	SYAP1	chrX:16719631-16765336	0.628165	1.55609	0.0005	0.00620361	yes	0.392873591	0.848766065	0.808440347	0.397379738
ENSG00000147642	ENSG00000147642	SYBU	chr8:109573977-109691791	0.912019	1.57913	5.00E-05	0.000920822	yes	0.942410529	1.179781416	0.746842434	0.732435225
ENSG00000097096	ENSG00000097096	SYDE2	chr1:85156872-85201046	0.773633	1.39768	0.00595	0.0404904	yes	0.146875089	1.084955866	0.782962642	0.917734737
ENSG00000165025	ENSG00000165025	SYK	chr9:90801786-90898549	0.681767	1.72992	0.0003	0.00412888	yes	0.688711985	0.055909454	0.844701938	0.977580934
ENSG00000011347	ENSG00000011347	SYT7	chr11:61515312-61581148	-1.27328	-2.27909	5.00E-05	0.000920822	yes	-1.1858854	-2.347223391	-0.751005724	-1.235798385
ENSG00000147041	ENSG00000147041	SYTL5	chrX:37349274-38688920	1.75003	1.83805	0.00215	0.0191962	yes	1.814165202	1.761094067	1.850096026	1.55740379
ENSG00000141384	ENSG00000141384	TAF4B	chr18:26225935-26391685	-1.17793	-2.53005	5.00E-05	0.000920822	yes	-1.595558609	-0.337331008	-1.425322673	-1.87192885
ENSG00000135801	ENSG00000135801	TAF5L	chr1:229593110-229626047	-0.492262	-1.34386	0.0055	0.0380522	yes	-0.638710659	-0.370139099	-0.673903087	-0.32041621
ENSG00000187325	ENSG00000187325	TAF9B	chrX:78129747-78139706	0.885245	2.13743	5.00E-05	0.000920822	yes	0.717489868	1.536371815	0.343167479	0.655176455
ENSG00000115183	ENSG00000115183	TANC1	chr2:158968633-159232659	-0.511686	-1.35828	0.0059	0.0401889	yes	-0.574557622	-0.088158711	-0.846156557	-0.650342956
ENSG00000065882	ENSG00000065882	TBC1D1	chr4:37891086-38139175	-1.29158	-1.62726	5.00E-05	0.000920822	yes	-1.550743931	-1.473430885	-1.420225153	-0.839329955
ENSG00000167291	ENSG00000167291	TBC1D16	chr17:79932342-80035848	-0.613529	-1.36569	0.00185	0.0170798	yes	-0.522003567	-0.791440917	-0.282862965	-0.948277536
ENSG00000095383	ENSG00000095383	TBC1D2	chr9:98198998-98255721	-0.946628	-2.61285	5.00E-05	0.000920822	yes	-1.072715829	-0.985515449	-1.286133977	-0.546119809
ENSG00000145979	ENSG00000145979	TBC1D7	chr6:12716804-13328583	-0.878729	-2.38279	5.00E-05	0.000920822	yes	-0.903997058	-0.910540428	-0.950352732	-0.757574113
ENSG00000133138	ENSG00000133138	TBC1D8B	chrX:106802679-107000244	0.889613	1.15886	0.00615	0.041511	yes	0.57618938	1.358955396	0.959427932	0.495984788
ENSG00000154114	ENSG00000154114	TBCEL	chr11:121024071-121090775	0.828247	1.42607	0.00175	0.0164144	yes	0.726679235	0.766793045	0.987643295	0.817908302
ENSG00000204219	ENSG00000204219	TCEA3	chr1:23381060-23424740	1.23907	1.50434	0.00025	0.00355878	yes	1.354128673	0.093842327	1.847242217	1.150606954
ENSG00000116205	ENSG00000116205	TCEANC2	chr1:54053586-54112519	1.68707	1.39089	0.00475	0.034153	yes	1.718834511	0.35600115	2.544027057	1.308215046
ENSG00000113649	ENSG00000113649	TCERG1	chr5:146447310-146511961	-0.753959	-1.45527	0.00385	0.0293261	yes	-0.669046925	-0.370712339	-0.831931737	-1.294074922
ENSG00000124678	ENSG00000124678	TCP11	chr6:35118070-35148610	0.882677	0.4257	0.0073	0.046959	yes	0.624656569	1.022461798	0.889854198	0.962709541
ENSG00000152760	ENSG00000152760	TCTEX1D1	chr1:66752458-66778787	0.845037	1.54508	0.00235	0.0203508	yes	0.846564911	0.96970834	1.370791626	-0.247318008
ENSG00000204852	ENSG00000204852	TCTN1	chr12:110614026-110704950	0.793473	1.58046	0.0011	0.0115288	yes	0.790757123	0.8555092	0.96519236	0.527333289
ENSG00000042088	ENSG00000042088	TDP1	chr14:89954938-90044768	1.0552	1.6401	5.00E-05	0.000920822	yes	1.143854615	0.706526947	1.021812253	1.286867749
ENSG00000007866	ENSG00000007866	TEAD3	chr6:35473596-35497076	-0.992888	-2.35443	5.00E-05	0.000920822	yes	-0.735598361	-1.209238799	-1.060318588	-1.007829575
ENSG00000197905	ENSG00000197905	TEAD4	chr12:2959329-3040673	-0.927332	-0.963301	0.0079	0.0497968	yes	-1.129570262	-1.227541469	-0.668315845	-0.761258171
ENSG00000135605	ENSG00000135605	TEC	chr4:48135782-48269864	-1.54695	-1.32825	0.0021	0.0188692	yes	-1.923848066	-0.886043643	-1.376237421	-2.481476064
ENSG00000196663	ENSG00000196663	TECPR2	chr14:102362962-102509799	1.11705	1.12919	0.00425	0.0312916	yes	1.130638073	0.837992337	1.400638872	1.041827778
ENSG00000167074	ENSG00000167074	TEF	chr22:41367332-41399326	-0.806245	-2.16916	5.00E-05	0.000920822	yes	-0.825298503	-0.651883449	-0.938773082	-0.823719394
ENSG00000167858	ENSG00000167858	TEKT1	chr17:6776222-6831761	1.0066	2.30635	5.00E-05	0.000920822	yes	1.189672207	0.61218957	1.214811587	0.930525206
ENSG00000070759	ENSG00000070759	TESK2	chr1:45329162-45491166	-1.74162	-1.40586	0.0039	0.0294999	yes	-1.954447618	-1.114737744	-1.988434635	-2.156308305
ENSG00000175664	ENSG00000175664	TEX26	chr13:30881932-30977623	0.759075	1.34671	0.00725	0.0467653	yes	0.40996374	0.865602593	1.126524193	0.521603007
ENSG00000151575	ENSG00000151575	TEX9	chr15:56244008-56465137	1.40482	1.76916	0.00055	0.00668866	yes	1.505922023	1.304518978	1.813796491	0.820227134
ENSG00000137203	ENSG00000137203	TFAP2A	chr6:10393185-10419659	-0.763743	-2.03109	5.00E-05	0.000920822	yes	-0.563999742	-0.494460945	-0.92136493	-1.179177981
ENSG00000042832	ENSG00000042832	TG	chr8:132866957-133134903	-1.60174	-0.822255	0.00145	0.0142445	yes	-1.799580368	-1.111180947	-1.014788894	-3.779057993
ENSG00000105329	ENSG00000105329	TGFB1	chr19:41262495-41440717	-0.822362	-1.33489	0.00345	0.0270836	yes	-1.133047652	-0.934162071	-1.583166354	-0.075494703
ENSG00000140682	ENSG00000140682	TGFB1I1	chr16:31470203-31477960	-1.76438	-1.74571	5.00E-05	0.000920822	yes	-1.96047616	-1.280064934	-1.74201405	-2.253313216
ENSG00000163513	ENSG00000163513	TGFBR2	chr3:30606501-30694142	-0.523848	-1.55461	0.0019	0.0173934	yes	-0.655788539	-0.549571283	-0.373062768	-0.531231277
ENSG00000092295	ENSG00000092295	TGM1	chr14:24249113-24264432	-1.00276	-1.62505	0.0009	0.00981167	yes	-0.992880628	-1.401641356	-1.702028049	-0.307838337
ENSG00000198959	ENSG00000198959	TGM2	chr20:38033545-38166578	-1.22072	-2.28465	5.00E-05	0.000920822	yes	-1.286836317	-0.784848133	-1.719754083	-1.243275399
ENSG00000104055	ENSG00000104055	TGM5	chr15:43232594-43266857	-1.93274	-3.54394	5.00E-05	0.000920822	yes	-1.718404972	-1.859905234	-2.386940112	-1.851227816
ENSG00000178726	ENSG00000178726	THBD	chr20:23045632-23049741	-1.1974	-3.45927	5.00E-05	0.000920822	yes	-1.489003497	-0.592365787	-1.806744229	-1.188066914
ENSG00000137801	ENSG00000137801	THBS1	chr15:39581078-39599466	-0.877712	-1.19875	0.00635	0.0424346	yes	-0.770983309	-0.629577802	-1.59211924	-0.706388578
ENSG00000169231	ENSG00000169231	THBS3	chr1:155195003-155227422	-0.935267	-1.33357	0.0064	0.0426274	yes	-0.676840607	-1.024394295	-0.89274764	-1.197452228
ENSG00000113272	ENSG00000113272	THG1L	chr5:157731196-157741448	-1.1634	-2.10881	5.00E-05	0.000920822	yes	-1.049263407	-1.273931753	-1.721105259	-0.771601947
ENSG00000136114	ENSG00000136114	THSD1	chr13:52377166-52406494	-1.50177	-3.3844	5.00E-05	0.000920822	yes	-1.449138785	-1.231030253	-2.727975829	-1.091440851
ENSG00000187720	ENSG00000187720	THSD4	chr15:71096951-71783383	-1.31327	-2.12507	5.00E-05	0.000920822	yes	-1.41733513	-1.576616628	-0.870637612	-1.502015183
ENSG00000127666	ENSG00000127666	TICAM1	chr19:4815931-4831704	-1.07148	-2.21522	5.00E-05	0.000920822	yes	-1.028270722	-1.244449577	-1.866306186	-0.480594265
ENSG00000078237	ENSG00000078237	TIGAR	chr12:4307762-4354593	0.771107	2.06507	5.00E-05	0.000920822	yes	0.986215767	1.164748215	0.223149316	0.522161522
ENSG00000134809	ENSG00000134809	TIMM10	chr11:57528462-57530803	0.924965	1.47234	0.0017	0.0160629	yes	1.276074025	0.200287633	0.615925223	1.316891512
ENSG00000134375	ENSG00000134375	TIMM17A	chr1:201955490-201970661	0.493501	1.33905	0.00715	0.046226	yes	0.645920753	0.565813176	0.337710075	0.403501118
ENSG00000035862	ENSG00000035862	TIMP2	chr17:78852976-78925387	-0.992171	-2.65456	5.00E-05	0.000920822	yes	-1.087837344	-1.20324189	-0.986708914	-0.733385674
ENSG00000100234	ENSG00000100234	TIMP3	chr22:32512551-33058372	-0.988263	-2.94169	5.00E-05	0.000920822	yes	-1.238629504	-0.728840523	-1.434105036	-0.691761977
ENSG00000142910	ENSG00000142910	TINAGL1	chr1:31576484-31587686	-1.4155	-3.38051	5.00E-05	0.000920822	yes	-1.251816182	-1.67111897	-1.886415024	-1.014173967
ENSG00000075131	ENSG00000075131	TIPIN	chr15:66336205-66386746	1.2893	1.37604	0.0017	0.0160629	yes	1.72436566	0.604661657	0.415051138	1.85522406
ENSG00000119139	ENSG00000119139	TJP2	chr9:69121263-69255208	-0.651603	-1.7159	5.00E-05	0.000920822	yes	-0.667164535	-0.468414152	-0.79495435	-0.695657172
ENSG00000174125	ENSG00000174125	TLR1	chr4:38790676-38856817	1.49452	1.58565	5.00E-05	0.000920822	yes	1.190620207	2.083134291	1.422873235	1.049507488
ENSG00000137462	ENSG00000137462	TLR2	chr4:153701499-153705699	-0.659518	-1.98458	5.00E-05	0.000920822	yes	-0.941497538	-0.339217766	-0.65260182	-0.773329644
ENSG00000187554	ENSG00000187554	TLR5	chr1:223109405-223143282	1.56272	1.89191	5.00E-05	0.000920822	yes	1.429979028	1.402437356	2.023294602	1.271047403
ENSG00000169908	ENSG00000169908	TM4SF1	chr3:149369021-149386583	-0.489934	-1.38042	0.0063	0.0421804	yes	-0.510936148	-0.22317231	-0.951970976	-0.371729422
ENSG00000232112	ENSG00000232112	TMA7	chr3:48432163-48446656	0.706193	1.38601	0.00685	0.0447375	yes	0.682189184	0.491186526	0.410742494	1.128581293
ENSG00000135926	ENSG00000135926	TMBIM1	chr2:218270391-218368099	-0.89101	-2.01846	5.00E-05	0.000920822	yes	-0.958632673	-0.883596898	-1.262283405	-0.548986486
ENSG00000170537	ENSG00000170537	TMC7	chr16:18983933-19080095	-1.94421	-3.6754	5.00E-05	0.000920822	yes	-1.849758032	-1.280533396	-3.163464734	-2.06649462
ENSG00000057704	ENSG00000057704	TMCC3	chr12:94567123-94650562	-1.29824	-3.7057	5.00E-05	0.000920822	yes	-1.521267163	-1.255680606	-1.678428029	-0.870679953
ENSG00000134291	ENSG00000134291	TMEM106C	chr12:47963568-47968878	0.724972	1.59714	0.00125	0.0125865	yes	0.670837146	0.516632484	0.717137759	0.959729449
ENSG00000152558	ENSG00000152558	TMEM123	chr11:102396331-102498801	0.524403	1.44116	0.0039	0.0294999	yes	0.273075727	0.92181711	0.375907468	0.435962483
ENSG00000168936	ENSG00000168936	TMEM129	chr4:1715951-1721358	0.881631	1.66831	0.0005	0.00620361	yes	0.839001383	0.066613409	1.574671694	0.636990787
ENSG00000006118	ENSG00000006118	TMEM132A	chr11:60913165-60952530	-1.54068	-2.33535	5.00E-05	0.000920822	yes	-1.417019459	-2.199622502	-1.98487707	-0.915730359
ENSG00000170647	ENSG00000170647	TMEM133	chr11:100991988-100993941	1.94201	2.93819	5.00E-05	0.000920822	yes	1.861703674	1.61598453	2.568833837	1.452483217
ENSG00000161558	ENSG00000161558	TMEM143	chr19:48332355-48364237	1.79699	1.02737	0.0003	0.00412888	yes	1.250914975	1.758424753	2.048220712	2.000214211
ENSG00000164124	ENSG00000164124	TMEM144	chr4:158124473-158255411	0.875518	1.09612	0.0069	0.0449392	yes	0.987327204	1.206456391	0.615375602	0.600740393
ENSG00000096092	ENSG00000096092	TMEM14A	chr6:52671108-52686588	1.78265	3.49658	5.00E-05	0.000920822	yes	1.364473301	1.929275629	1.717168269	2.032423777
ENSG00000137210	ENSG00000137210	TMEM14B	chr6:10747758-10979320	0.786743	1.7113	0.00035	0.00464046	yes	0.71166185	0.437903516	0.913282344	1.017960581
ENSG00000111843	ENSG00000111843	TMEM14C	chr6:10722914-10731129	0.450822	1.31154	0.00765	0.0486997	yes	0.546748409	0.637423666	-0.304013213	0.714525268
ENSG00000121895	ENSG00000121895	TMEM156	chr4:38966743-39032922	0.828652	1.38455	0.0061	0.0412525	yes	1.111299501	0.979826667	0.345225955	0.766480147
ENSG00000249992	ENSG00000249992	TMEM158	chr3:45224465-45226278	-1.6565	-1.86962	0.0012	0.0122139	yes	-2.013497745	-1.411217003	-1.877521436	-1.42271646
ENSG00000186889	ENSG00000186889	TMEM17	chr2:62500220-62511894	1.17066	2.33675	5.00E-05	0.000920822	yes	1.404478424	1.214088845	1.265519803	0.707754105
ENSG00000157111	ENSG00000157111	TMEM171	chr5:73120291-73131817	-0.745528	-1.52214	0.0022	0.0193971	yes	-0.7036577	-1.012497827	-0.69152988	-0.606253463
ENSG00000089063	ENSG00000089063	TMEM230	chr20:5068231-5113103	0.528681	1.53287	0.0017	0.0160629	yes	0.40619237	0.812675997	0.195507261	0.626352791
ENSG00000205084	ENSG00000205084	TMEM231	chr16:75528531-75623300	0.963074	1.49569	0.003	0.0243224	yes	0.943928561	0.61405735	1.465687199	0.661355606
ENSG00000186952	ENSG00000186952	TMEM232	chr5:110289232-110765161	1.01619	1.46423	0.00225	0.0197025	yes	0.79702314	1.293905542	1.039456011	0.883966926
ENSG00000187838	ENSG00000187838	TMEM256-PLSCR3	chr17:7380533-7404137	-1.33434	-2.04098	5.00E-05	0.000920822	yes	-1.153291212	-1.37308567	-1.702310308	-1.173533877
ENSG00000182087	ENSG00000182087	TMEM259	chr19:999795-1021179	-0.780552	-1.35346	0.0051	0.0359908	yes	-0.286252979	-1.111475854	-0.869795558	-1.004328324
ENSG00000151135	ENSG00000151135	TMEM263	chr12:106955718-106987166	0.695126	1.66688	0.0004	0.00515795	yes	0.474712269	1.381537622	0.3277321	0.293918058
ENSG00000171227	ENSG00000171227	TMEM37	chr2:119429900-119438520	2.573	1.03051	0.0009	0.00981167	yes	2.267843989	2.185823816	3.029429625	2.648705787
ENSG00000147027	ENSG00000147027	TMEM47	chrX:34627063-34657288	-0.873241	-1.69282	0.00115	0.0118763	yes	-1.610460627	0.007759747	-1.177503406	-1.290984239
ENSG00000118600	ENSG00000118600	TMEM5	chr12:63558912-63823895	0.843222	1.72311	0.00015	0.00239372	yes	0.860471179	0.862503035	0.93877189	0.700866557
ENSG00000142188	ENSG00000142188	TMEM50B	chr21:33402895-33480011	0.876204	1.39681	0.00735	0.0471731	yes	0.915996597	0.765322746	1.222280873	0.508297051
ENSG00000171729	ENSG00000171729	TMEM51	chr1:15152531-15220480	-0.774772	-1.78863	0.00035	0.00464046	yes	-0.555922519	-0.946967722	-1.258625573	-0.471838166
ENSG00000164953	ENSG00000164953	TMEM67	chr8:93754843-93819234	1.23173	2.10245	5.00E-05	0.000920822	yes	0.959729029	1.028477894	1.689556126	1.126683948
ENSG00000167904	ENSG00000167904	TMEM68	chr8:55696423-55825448	0.65927	1.37912	0.0069	0.0449392	yes	0.353429339	1.031546573	0.851140521	0.252666788
ENSG00000165071	ENSG00000165071	TMEM71	chr8:132685006-132760712	1.20994	0.928457	0.00275	0.0227399	yes	0.79937254	0.785408553	1.415695272	1.642141383
ENSG00000120802	ENSG00000120802	TMPO	chr12:98512972-98550379	0.639655	1.53429	0.0006	0.00716698	yes	0.42765074	0.776929625	0.793771608	0.525770402
ENSG00000184012	ENSG00000184012	TMPRSS2	chr21:41464550-41531116	-1.30713	-1.87925	5.00E-05	0.000920822	yes	-1.328142201	-1.536959112	-1.242049188	-1.149346471
ENSG00000034510	ENSG00000034510	TMSB10	chr2:84821649-84907008	-0.912755	-2.66817	5.00E-05	0.000920822	yes	-0.776038187	-1.587479731	-1.016820001	-0.486503999
ENSG00000125247	ENSG00000125247	TMTC4	chr13:100603926-100675093	0.763486	1.64517	0.00035	0.00464046	yes	0.776944194	0.664495668	0.99376389	0.585415453
ENSG00000118503	ENSG00000118503	TNFAIP3	chr6:137823672-137883312	-0.749605	-1.31485	0.00465	0.0335366	yes	-0.7552288	-0.547492175	-0.962305088	-0.763257791
ENSG00000185361	ENSG00000185361	TNFAIP8L1	chr19:4639517-4670370	1.24526	1.61783	0.00315	0.0252197	yes	1.460507441	0.741268289	1.787555353	0.683873938
ENSG00000173530	ENSG00000173530	TNFRSF10D	chr8:23135587-23164030	0.536469	1.52992	0.0019	0.0173934	yes	0.668340758	0.99169101	0.209080419	0.094838311
ENSG00000141655	ENSG00000141655	TNFRSF11A	chr18:62325286-62391292	1.09984	1.39998	0.001	0.0106629	yes	1.312083084	1.225586838	0.797561015	1.009758946
